original_query,enhanced_query,top_similarity,weighted_top5_similarity,num_results,response_time
and a coffee table,What are the general considerations and options when selecting a piece of furniture like a coffee table?,0.8788837,0.8687399566173554,5,0.10452079772949219
drapes,What are the different types of window coverings and their uses?,0.8768583,0.8667668581008912,5,0.08487796783447266
Electric Medical bed,"What are the features, benefits, and uses of electric beds in medical settings?",0.87243295,0.8646728366613388,5,0.10303115844726562
footboard,What are the different meanings and uses of the term 'footboard' in various contexts?,0.85476756,0.8485802590847016,5,0.09159088134765625
Desk & chair,What are the essential considerations when selecting office furniture?,0.87981844,0.875346627831459,5,0.13191509246826172
two arm chairs,"What are the different types and features of armchairs available, and how do they compare in terms of design, comfort, and functionality?",0.8850139,0.8737085372209549,5,0.09835076332092285
Sofa and Loveseat,What are the different types and features of seating furniture for living rooms?,0.87041163,0.8678140848875046,5,0.1059427261352539
Loft bed with futon,What are the different types of multifunctional furniture that combine sleeping and seating options?,0.8901187,0.8782075643539429,5,0.11581802368164062
Manual double recliner leather sofa,"What are the features and options available for leather recliner sofas, including manual and double seating configurations?",0.8637049,0.8532608211040497,5,0.1227269172668457
couch,What are the different aspects to consider when learning about or purchasing furniture?,0.8736573,0.8652677863836289,5,0.0819389820098877
a corner table and a bedframe if you are taking bed frames,What types of furniture are accepted for collection or donation?,0.86186534,0.8554871499538421,5,0.1279292106628418
one rug,What are the general characteristics and considerations when selecting a rug?,0.86954325,0.8560567647218704,5,0.080474853515625
desk,"What are the different types and uses of desks, and how do they vary in design and functionality?",0.90532976,0.8892842471599579,5,0.07929706573486328
One sideboard storage Unit,What are the different types and features of storage units available for home organization?,0.8819907,0.8758731305599212,5,0.11061596870422363
A recliner,What are the different types and features of seating furniture designed for comfort and relaxation?,0.9007233,0.8958274841308594,5,0.09947013854980469
jeans,"What are the different types and styles of jeans available, and how do they vary in terms of fit, fabric, and fashion trends?",0.8264782,0.8243498504161835,5,0.08949017524719238
standing desk,"What are the benefits, features, and considerations of using adjustable workstations?",0.9279577,0.8926070004701614,5,0.09195709228515625
Sofa,"What are the different types and features of seating furniture, and how do they vary in terms of design, comfort, and functionality?",0.9051224,0.8880908071994782,5,0.08368897438049316
Business armoire and dining room table,"What are the considerations and options for selecting furniture for different rooms in a home, specifically focusing on storage solutions and dining areas?",0.86049896,0.856699389219284,5,0.12409305572509766
IKEA couch,"What are the various types and features of couches offered by IKEA, and how do they compare in terms of quality, price, and customer reviews?",0.86070764,0.8523099720478058,5,0.1087648868560791
Fold out sofa,"What are the features, benefits, and considerations of different types of convertible furniture?",0.8713821,0.8689378619194031,5,0.08559894561767578
wall pictures,"What are the different types of wall art and decoration options available, and how can they be used to enhance interior spaces?",0.85333216,0.8511846333742141,5,0.08475494384765625
cabinet,What are the different meanings and uses of the term 'cabinet' across various contexts?,0.89146847,0.8754829227924347,5,0.09056305885314941
Sofa bed couch with matching chair and ottoman and coffee table,"What are the options for purchasing a coordinated living room furniture set that includes a sofa bed, chair, ottoman, and coffee table?",0.87041366,0.856776675581932,5,0.12726092338562012
Full Sofa bed,What are the different types and features of sofa beds available?,0.9118146,0.8814540773630142,5,0.08595681190490723
sofas,"What are the different types, styles, and materials of sofas available, and what factors should be considered when choosing a sofa for various spaces?",0.8748364,0.8648459285497665,5,0.10170578956604004
buffet cabinet,What are the different types and uses of storage furniture for dining areas?,0.8740016,0.8701649129390717,5,0.08317685127258301
toys,"What are the different types of toys available, and what factors should be considered when choosing toys for different age groups or purposes?",0.82746935,0.8250984817743302,5,0.09008908271789551
books,"What are the different types of books available, and how can they be categorized based on genre, purpose, or audience?",0.8386302,0.8278309404850006,5,0.08489704132080078
coffee maker,"What are the different types of coffee machines available, and what factors should be considered when choosing one?",0.9182743,0.8817722856998443,5,0.09293913841247559
a couple desks,"What are the different types and features of desks available, and how can they be used in various settings?",0.8755785,0.8706674814224243,5,0.10812807083129883
large clothes dresser,What are the options for spacious storage furniture for clothing?,0.88627255,0.8761135071516037,5,0.14629411697387695
Working washer and dryer,What are the essential features and considerations for choosing reliable and efficient laundry appliances?,0.87946737,0.873402339220047,5,0.11125802993774414
manual reclining sofa,What are the different types of reclining sofas and their mechanisms?,0.8873786,0.8762393414974213,5,0.09429359436035156
bedding,"What are the different types and uses of bedding, and how can one choose the appropriate bedding for various needs and preferences?",0.85448664,0.8496199756860733,5,0.09529709815979004
dishwasher,"What are the general features, benefits, and considerations when choosing or using a dishwasher?",0.9197141,0.890866881608963,5,0.10023307800292969
matching mirror,How can I find mirrors that complement or coordinate with existing decor or furniture?,0.88426566,0.8710904031991958,5,0.08906102180480957
Antique wooden dining table,"What are the characteristics, value, and historical significance of antique wooden furniture, specifically dining tables?",0.8659854,0.8621829479932785,5,0.10335373878479004
China cabnet,"What are the different types and uses of display cabinets for showcasing items, such as those used for china or decorative pieces?",0.8666104,0.8513629078865051,5,0.10087013244628906
Table and chairs,"What are the considerations for selecting dining furniture, including tables and chairs, for various settings?",0.8789557,0.8750491708517074,5,0.09342384338378906
tracks,What are the different meanings and uses of the term 'tracks' across various contexts?,0.8189136,0.81573386490345,5,0.09227395057678223
clothing,"What are the different types of clothing and their purposes, and how do cultural, seasonal, and functional factors influence clothing choices?",0.84290737,0.8414511233568192,5,0.08718109130859375
dog crate/kennel,What are the general considerations and options for selecting a suitable containment or housing solution for dogs?,0.9020468,0.8729040920734406,5,0.10916924476623535
miscellaneous household items,"What are the various categories and types of items typically found in a household, and how can they be organized or classified?",0.85932344,0.8544695138931274,5,0.0948491096496582
One standard desk,What are the general characteristics and dimensions of a standard desk?,0.868238,0.8558601498603821,5,0.08879780769348145
Queen mattress,What are the general considerations and options available when selecting a mattress of queen size?,0.8736663,0.8617492169141769,5,0.09850192070007324
One large couch,What are the considerations and options when selecting a large piece of furniture for a living space?,0.85431314,0.8512089908123016,5,0.10523104667663574
end table,What are the different types and uses of tables in various contexts?,0.90310144,0.8941056132316589,5,0.08156085014343262
Bed frame,"What are the different types and features of bed frames, and how do they impact comfort, style, and functionality in a bedroom?",0.90457255,0.8937935888767242,5,0.0959939956665039
book case,What are the different types and uses of cases for storing or displaying books?,0.88443846,0.8681640028953552,5,0.09250617027282715
Large refrigerator,What are the factors to consider when choosing a refrigerator with ample storage capacity?,0.8662048,0.8619682043790817,5,0.08965706825256348
outdoor table and two benches,What are some options for outdoor furniture sets that include seating and a table?,0.89346623,0.8796598494052887,5,0.10782885551452637
chair,What are the different types and uses of seating furniture?,0.88389856,0.8819649964570999,5,0.1272740364074707
Sofa,What are the different types and features of seating furniture available for living spaces?,0.90700495,0.8873642474412918,5,0.07176780700683594
one rocking lazy boy type chair,What are the different types and features of comfortable reclining chairs?,0.87727284,0.8756626158952713,5,0.10079002380371094
car seat,"What are the different types and features of car seats, and how do they ensure safety and comfort for passengers?",0.91157645,0.8870878219604492,5,0.0935831069946289
bedside tables,What are the different types and features of bedroom furniture that can be used for storage and convenience next to a bed?,0.91117865,0.8935993552207947,5,0.08725214004516602
bed linens,"What are the different types and qualities of bed linens, and how do they affect comfort and durability?",0.85006845,0.8449582517147064,5,0.09674882888793945
dresser,"What are the different types, uses, and features of furniture designed for storing clothes and personal items?",0.917806,0.8965994387865067,5,0.0867147445678711
jewelry,"What are the different types, uses, and cultural significance of jewelry?",0.823403,0.8190393030643464,5,0.08243799209594727
Fridge,"What are the different types and features of refrigerators, and how do they impact energy efficiency, storage capacity, and suitability for various needs?",0.90333915,0.8860257208347321,5,0.09139299392700195
Large couch,What are the considerations for choosing a large piece of furniture for a living space?,0.8578954,0.8544196277856827,5,0.09467220306396484
plus bed frame,What are the features and benefits of different types of bed frames?,0.88729733,0.8783557891845704,5,0.08798408508300781
desk with chair & hutch,"What are the options for purchasing or assembling a complete office furniture set that includes a desk, chair, and storage unit?",0.87475216,0.8702586352825166,5,0.11986994743347168
Armoire,"What are the different types and uses of storage furniture, and how do they compare in terms of design, functionality, and space efficiency?",0.901466,0.8842935621738434,5,0.09878325462341309
Twin Mattress,"What are the general considerations and options available when choosing a mattress size, specifically focusing on twin mattresses?",0.87404126,0.8625758081674576,5,0.09275317192077637
housewares,What are the different types and uses of household items and appliances?,0.8575059,0.8535418659448624,5,0.0896458625793457
Furniture rugs appliances and more,What are the essential home items and furnishings needed for setting up a living space?,0.8463785,0.8433667242527009,5,0.10754179954528809
twin size mattress,What are the different types and features of mattresses suitable for a single sleeper?,0.874148,0.867783111333847,5,0.09198784828186035
Miscellaneous chairs/accent tables,What are the different types and styles of furniture pieces used for decoration and additional seating in a living space?,0.86920875,0.8630505561828613,5,0.10224699974060059
Relax the Back Leather recliner,What are the features and benefits of leather recliners offered by Relax the Back?,0.8602361,0.854192054271698,5,0.10174822807312012
Lazy Boy  recliner sofa,"What are the features and benefits of recliner sofas, and how do different brands compare?",0.8911496,0.8811604142189026,5,0.09754300117492676
puzzles,"What are the different types and purposes of puzzles, and how can they be used for entertainment, education, or cognitive development?",0.8147761,0.8128183096647262,5,0.09077596664428711
end table,What are the different types and uses of small tables typically placed beside furniture?,0.92057323,0.9042008876800537,5,0.09739375114440918
Couch,"What are the different types, uses, and considerations for selecting seating furniture?",0.8871554,0.8756251752376556,5,0.08480501174926758
Dishwasher,"What are the key features, benefits, and considerations when choosing or using a dishwasher?",0.9184285,0.8902458935976029,5,0.09995007514953613
Futon frame and mattress,"What are the key considerations when choosing a futon, including both the frame and mattress options?",0.87029207,0.8633455395698547,5,0.10833001136779785
coffee table,What are the different types and uses of tables typically found in living room settings?,0.91132456,0.89859419465065,5,0.08991003036499023
Two Sofa Couches,What are the different types and features of sofas and couches available?,0.8739015,0.8692762792110443,5,0.10454010963439941
clothes,"What are the different types of clothing available, and what factors should be considered when choosing clothing for various occasions or needs?",0.84730893,0.8451011836528778,5,0.0892641544342041
